implementation,N_points,N_threads,A,B,time
r,1000000,11,100.00000000,1000.00000000,0.00629037
r,1000000,12,0.00001000,0.00010000,0.00971619
r,1000000,12,0.00010000,0.00100000,0.00821123
r,1000000,12,0.00100000,0.01000000,0.00803164
r,1000000,12,0.01000000,0.10000000,0.00767783
r,1000000,12,0.10000000,1.00000000,0.00771748
r,1000000,12,1.00000000,10.00000000,0.00693823
r,1000000,12,10.00000000,100.00000000,0.00602686
r,1000000,12,100.00000000,1000.00000000,0.00593142
r,1000000,13,0.00001000,0.00010000,0.01628707
r,1000000,13,0.00010000,0.00100000,0.01303780
r,1000000,13,0.00100000,0.01000000,0.01298724
r,1000000,13,0.01000000,0.10000000,0.01285740
r,1000000,13,0.10000000,1.00000000,0.01174358
r,1000000,13,1.00000000,10.00000000,0.00991356
r,1000000,13,10.00000000,100.00000000,0.00988048
r,1000000,13,100.00000000,1000.00000000,0.00931130
r,1000000,14,0.00001000,0.00010000,0.01494378
r,1000000,14,0.00010000,0.00100000,0.01263582
r,1000000,14,0.00100000,0.01000000,0.01217671
r,1000000,14,0.01000000,0.10000000,0.01227419
r,1000000,14,0.10000000,1.00000000,0.01153622
r,1000000,14,1.00000000,10.00000000,0.00933540
r,1000000,14,10.00000000,100.00000000,0.00971012
r,1000000,14,100.00000000,1000.00000000,0.00943616
r,1000000,15,0.00001000,0.00010000,0.01420433
r,1000000,15,0.00010000,0.00100000,0.01161556
r,1000000,15,0.00100000,0.01000000,0.01181274
r,1000000,15,0.01000000,0.10000000,0.01129063
r,1000000,15,0.10000000,1.00000000,0.01098379
r,1000000,15,1.00000000,10.00000000,0.00942475
r,1000000,15,10.00000000,100.00000000,0.00896445
r,1000000,15,100.00000000,1000.00000000,0.00878681
r,1000000,16,0.00001000,0.00010000,0.01322265
r,1000000,16,0.00010000,0.00100000,0.01176363
r,1000000,16,0.00100000,0.01000000,0.01149617
r,1000000,16,0.01000000,0.10000000,0.01089188
r,1000000,16,0.10000000,1.00000000,0.01043350
r,1000000,16,1.00000000,10.00000000,0.00876594
r,1000000,16,10.00000000,100.00000000,0.00849651
r,1000000,16,100.00000000,1000.00000000,0.00832929
r,1000000,17,0.00001000,0.00010000,0.01316977
r,1000000,17,0.00010000,0.00100000,0.01093672
r,1000000,17,0.00100000,0.01000000,0.01048925
r,1000000,17,0.01000000,0.10000000,0.01077776
r,1000000,17,0.10000000,1.00000000,0.01014776
r,1000000,17,1.00000000,10.00000000,0.00847550
r,1000000,17,10.00000000,100.00000000,0.00820867
r,1000000,17,100.00000000,1000.00000000,0.00801713
r,1000000,18,0.00001000,0.00010000,0.01266737
r,1000000,18,0.00010000,0.00100000,0.01111787
r,1000000,18,0.00100000,0.01000000,0.01015856
r,1000000,18,0.01000000,0.10000000,0.01007652
r,1000000,18,0.10000000,1.00000000,0.00965471
r,1000000,18,1.00000000,10.00000000,0.00796343
r,1000000,18,10.00000000,100.00000000,0.00780166
r,1000000,18,100.00000000,1000.00000000,0.00770847
r,1000000,19,0.00001000,0.00010000,0.01194779
r,1000000,19,0.00010000,0.00100000,0.01016510
r,1000000,19,0.00100000,0.01000000,0.01023926
r,1000000,19,0.01000000,0.10000000,0.00968285
r,1000000,19,0.10000000,1.00000000,0.00934061
r,1000000,19,1.00000000,10.00000000,0.00767767
r,1000000,19,10.00000000,100.00000000,0.00740488
r,1000000,19,100.00000000,1000.00000000,0.00732354
r,1000000,20,0.00001000,0.00010000,0.01141248
r,1000000,20,0.00010000,0.00100000,0.00966143
r,1000000,20,0.00100000,0.01000000,0.00944017
r,1000000,20,0.01000000,0.10000000,0.00920012
r,1000000,20,0.10000000,1.00000000,0.00906638
r,1000000,20,1.00000000,10.00000000,0.00719241
r,1000000,20,10.00000000,100.00000000,0.00707920
r,1000000,20,100.00000000,1000.00000000,0.00704519
r,10000000,1,0.00001000,0.00010000,0.92793065
r,10000000,1,0.00010000,0.00100000,0.76595656
r,10000000,1,0.00100000,0.01000000,0.75559363
r,10000000,1,0.01000000,0.10000000,0.74978436
r,10000000,1,0.10000000,1.00000000,0.72212947
r,10000000,1,1.00000000,10.00000000,0.58702488
r,10000000,1,10.00000000,100.00000000,0.57219898
r,10000000,1,100.00000000,1000.00000000,0.56267124
r,10000000,2,0.00001000,0.00010000,0.47017871
r,10000000,2,0.00010000,0.00100000,0.38392360
r,10000000,2,0.00100000,0.01000000,0.38047509
r,10000000,2,0.01000000,0.10000000,0.37545311
r,10000000,2,0.10000000,1.00000000,0.37579701
r,10000000,2,1.00000000,10.00000000,0.30027275
r,10000000,2,10.00000000,100.00000000,0.28656822
r,10000000,2,100.00000000,1000.00000000,0.28470355
r,10000000,3,0.00001000,0.00010000,0.31534696
r,10000000,3,0.00010000,0.00100000,0.25612506
r,10000000,3,0.00100000,0.01000000,0.25479699
r,10000000,3,0.01000000,0.10000000,0.25058876
r,10000000,3,0.10000000,1.00000000,0.24977045
r,10000000,3,1.00000000,10.00000000,0.20470627
r,10000000,3,10.00000000,100.00000000,0.19115803
r,10000000,3,100.00000000,1000.00000000,0.19087258
r,10000000,4,0.00001000,0.00010000,0.23765500
r,10000000,4,0.00010000,0.00100000,0.19243123
r,10000000,4,0.00100000,0.01000000,0.19168307
r,10000000,4,0.01000000,0.10000000,0.18804625
r,10000000,4,0.10000000,1.00000000,0.18824554
r,10000000,4,1.00000000,10.00000000,0.15693070
r,10000000,4,10.00000000,100.00000000,0.14352456
r,10000000,4,100.00000000,1000.00000000,0.14293379
r,10000000,5,0.00001000,0.00010000,0.19043890
r,10000000,5,0.00010000,0.00100000,0.15415473
r,10000000,5,0.00100000,0.01000000,0.15349069
r,10000000,5,0.01000000,0.10000000,0.15037125
r,10000000,5,0.10000000,1.00000000,0.15121450
r,10000000,5,1.00000000,10.00000000,0.12822183
r,10000000,5,10.00000000,100.00000000,0.11473548
r,10000000,5,100.00000000,1000.00000000,0.11437546
r,10000000,6,0.00001000,0.00010000,0.16173336
r,10000000,6,0.00010000,0.00100000,0.12862204
r,10000000,6,0.00100000,0.01000000,0.12801378
r,10000000,6,0.01000000,0.10000000,0.12529775
r,10000000,6,0.10000000,1.00000000,0.12608951
r,10000000,6,1.00000000,10.00000000,0.10920450
r,10000000,6,10.00000000,100.00000000,0.09577861
r,10000000,6,100.00000000,1000.00000000,0.09588101
r,10000000,7,0.00001000,0.00010000,0.15829185
r,10000000,7,0.00010000,0.00100000,0.13261487
r,10000000,7,0.00100000,0.01000000,0.13128892
r,10000000,7,0.01000000,0.10000000,0.12963195
r,10000000,7,0.10000000,1.00000000,0.12888160
r,10000000,7,1.00000000,10.00000000,0.09862663
r,10000000,7,10.00000000,100.00000000,0.09858393
r,10000000,7,100.00000000,1000.00000000,0.09781751
r,10000000,8,0.00001000,0.00010000,0.13885304
r,10000000,8,0.00010000,0.00100000,0.11625778
r,10000000,8,0.00100000,0.01000000,0.11431789
r,10000000,8,0.01000000,0.10000000,0.11335806
r,10000000,8,0.10000000,1.00000000,0.11288793
r,10000000,8,1.00000000,10.00000000,0.09845818
r,10000000,8,10.00000000,100.00000000,0.08628801
r,10000000,8,100.00000000,1000.00000000,0.08625079
r,10000000,9,0.00001000,0.00010000,0.12385618
r,10000000,9,0.00010000,0.00100000,0.10380426
r,10000000,9,0.00100000,0.01000000,0.10326463
r,10000000,9,0.01000000,0.10000000,0.10084518
r,10000000,9,0.10000000,1.00000000,0.10049958
r,10000000,9,1.00000000,10.00000000,0.08916774
r,10000000,9,10.00000000,100.00000000,0.07680774
r,10000000,9,100.00000000,1000.00000000,0.07680845
r,10000000,10,0.00001000,0.00010000,0.11178157
r,10000000,10,0.00010000,0.00100000,0.09523245
r,10000000,10,0.00100000,0.01000000,0.09308813
r,10000000,10,0.01000000,0.10000000,0.09075942
r,10000000,10,0.10000000,1.00000000,0.09041552
r,10000000,10,1.00000000,10.00000000,0.08022861
r,10000000,10,10.00000000,100.00000000,0.06911692
r,10000000,10,100.00000000,1000.00000000,0.06902932
r,10000000,11,0.00001000,0.00010000,0.10179723
r,10000000,11,0.00010000,0.00100000,0.08669235
r,10000000,11,0.00100000,0.01000000,0.08477374
r,10000000,11,0.01000000,0.10000000,0.08257812
r,10000000,11,0.10000000,1.00000000,0.08271331
r,10000000,11,1.00000000,10.00000000,0.07288342
r,10000000,11,10.00000000,100.00000000,0.06290377
r,10000000,11,100.00000000,1000.00000000,0.06269620
r,10000000,12,0.00001000,0.00010000,0.09367553
r,10000000,12,0.00010000,0.00100000,0.08087444
r,10000000,12,0.00100000,0.01000000,0.07779497
r,10000000,12,0.01000000,0.10000000,0.07764463
r,10000000,12,0.10000000,1.00000000,0.07663691
r,10000000,12,1.00000000,10.00000000,0.06702354
r,10000000,12,10.00000000,100.00000000,0.06026407
r,10000000,12,100.00000000,1000.00000000,0.06017266
r,10000000,13,0.00001000,0.00010000,0.12522191
r,10000000,13,0.00010000,0.00100000,0.10396169
r,10000000,13,0.00100000,0.01000000,0.10172075
r,10000000,13,0.01000000,0.10000000,0.10338264
r,10000000,13,0.10000000,1.00000000,0.09347512
r,10000000,13,1.00000000,10.00000000,0.08160051
r,10000000,13,10.00000000,100.00000000,0.07954122
r,10000000,13,100.00000000,1000.00000000,0.07841779
r,10000000,14,0.00001000,0.00010000,0.11749796
r,10000000,14,0.00010000,0.00100000,0.09929069
r,10000000,14,0.00100000,0.01000000,0.09632893
r,10000000,14,0.01000000,0.10000000,0.09774346
r,10000000,14,0.10000000,1.00000000,0.09154243
r,10000000,14,1.00000000,10.00000000,0.08201922
r,10000000,14,10.00000000,100.00000000,0.07733339
r,10000000,14,100.00000000,1000.00000000,0.07350482
r,10000000,15,0.00001000,0.00010000,0.11455119
r,10000000,15,0.00010000,0.00100000,0.09255995
r,10000000,15,0.00100000,0.01000000,0.09395259
r,10000000,15,0.01000000,0.10000000,0.09337690
r,10000000,15,0.10000000,1.00000000,0.08995127
r,10000000,15,1.00000000,10.00000000,0.07565862
r,10000000,15,10.00000000,100.00000000,0.07271426
r,10000000,15,100.00000000,1000.00000000,0.07243248
r,10000000,16,0.00001000,0.00010000,0.10555813
r,10000000,16,0.00010000,0.00100000,0.09529390
r,10000000,16,0.00100000,0.01000000,0.09356763
r,10000000,16,0.01000000,0.10000000,0.09044973
r,10000000,16,0.10000000,1.00000000,0.08665744
r,10000000,16,1.00000000,10.00000000,0.07462154
r,10000000,16,10.00000000,100.00000000,0.07013796
r,10000000,16,100.00000000,1000.00000000,0.07007413
r,10000000,17,0.00001000,0.00010000,0.10400966
r,10000000,17,0.00010000,0.00100000,0.09155588
r,10000000,17,0.00100000,0.01000000,0.09016174
r,10000000,17,0.01000000,0.10000000,0.08762861
r,10000000,17,0.10000000,1.00000000,0.08441851
r,10000000,17,1.00000000,10.00000000,0.07173930
r,10000000,17,10.00000000,100.00000000,0.06949701
r,10000000,17,100.00000000,1000.00000000,0.06563309
r,10000000,18,0.00001000,0.00010000,0.10456663
r,10000000,18,0.00010000,0.00100000,0.08864853
r,10000000,18,0.00100000,0.01000000,0.08460874
r,10000000,18,0.01000000,0.10000000,0.08430359
r,10000000,18,0.10000000,1.00000000,0.08623347
r,10000000,18,1.00000000,10.00000000,0.07098784
r,10000000,18,10.00000000,100.00000000,0.06784663
r,10000000,18,100.00000000,1000.00000000,0.06570672
r,10000000,19,0.00001000,0.00010000,0.10191249
r,10000000,19,0.00010000,0.00100000,0.08981812
r,10000000,19,0.00100000,0.01000000,0.08588625
r,10000000,19,0.01000000,0.10000000,0.08419747
r,10000000,19,0.10000000,1.00000000,0.08347214
r,10000000,19,1.00000000,10.00000000,0.06778355
r,10000000,19,10.00000000,100.00000000,0.06658871
r,10000000,19,100.00000000,1000.00000000,0.06478228
r,10000000,20,0.00001000,0.00010000,0.10084218
r,10000000,20,0.00010000,0.00100000,0.08476978
r,10000000,20,0.00100000,0.01000000,0.08367365
r,10000000,20,0.01000000,0.10000000,0.08241044
r,10000000,20,0.10000000,1.00000000,0.08128040
r,10000000,20,1.00000000,10.00000000,0.06726914
r,10000000,20,10.00000000,100.00000000,0.06562476
r,10000000,20,100.00000000,1000.00000000,0.06389352
